Start Time,End Time,Product Type,Station,Scrap Used,Time
10/2/20 8:14:57,10/2/20 8:19:38,B22,Assemble_1,FALSO,4.683333338
10/2/20 8:19:43,10/2/20 8:23:51,B22,Assemble_1,FALSO,4.133333336
10/2/20 8:41:26,10/2/20 8:45:46,B22,Assemble_1,FALSO,4.33333334
10/2/20 8:45:51,10/2/20 8:50:00,B22,Assemble_1,FALSO,4.149999996
10/2/20 9:00:42,10/2/20 9:05:17,B22,Assemble_1,FALSO,4.583333336
10/5/20 8:00:04,10/5/20 8:04:53,B22,Assemble_1,FALSO,4.816666672
10/5/20 8:22:46,10/5/20 8:27:21,B22,Assemble_1,FALSO,4.583333326
10/5/20 8:27:25,10/5/20 8:31:20,B22,Assemble_1,FALSO,3.916666671
10/5/20 8:31:25,10/5/20 8:35:59,B22,Assemble_1,FALSO,4.566666665
10/5/20 8:36:03,10/5/20 8:40:28,B22,Assemble_1,FALSO,4.416666672
10/5/20 8:40:33,,B22,Assemble_1,FALSO,-63517480.55
10/5/20 8:45:24,10/5/20 8:49:45,B22,Assemble_1,FALSO,4.350000001
10/5/20 8:49:50,10/5/20 8:53:53,B22,Assemble_1,FALSO,4.049999993
10/5/20 8:53:57,10/5/20 8:57:54,B22,Assemble_1,FALSO,3.950000001
,10/5/20 9:02:09,B22,Assemble_1,FALSO,63517502.15
10/5/20 9:02:13,10/5/20 9:06:11,B22,Assemble_1,FALSO,3.966666661
10/5/20 9:06:57,10/5/20 9:11:27,B22,Assemble_1,FALSO,4.500000004
10/6/20 8:18:28,10/6/20 8:23:01,B22,Assemble_1,FALSO,4.549999995
10/6/20 8:23:05,10/6/20 8:27:50,B22,Assemble_1,FALSO,4.75
10/6/20 8:27:54,10/6/20 8:32:00,B22,Assemble_1,FALSO,4.100000005
10/6/20 8:38:12,10/6/20 8:42:57,B22,Assemble_1,FALSO,4.75
10/6/20 8:43:01,10/6/20 8:47:10,B22,Assemble_1,FALSO,4.149999996
10/6/20 8:47:15,10/6/20 8:51:42,B22,Assemble_1,FALSO,4.450000003
10/6/20 8:56:17,10/6/20 9:01:05,B22,Assemble_1,FALSO,4.800000001
10/7/20 8:13:45,10/7/20 8:18:02,B22,Assemble_1,FALSO,4.283333329
10/7/20 8:18:07,10/7/20 8:22:24,B22,Assemble_1,FALSO,4.283333339
,10/7/20 8:26:42,B22,Assemble_1,FALSO,63520346.7
10/7/20 8:34:14,10/7/20 8:39:03,B22,Assemble_1,FALSO,4.816666661
10/7/20 8:39:08,10/7/20 8:43:36,B22,Assemble_1,FALSO,4.466666663
10/7/20 8:43:40,10/7/20 8:48:32,B22,Assemble_1,FALSO,4.866666673
10/7/20 8:48:37,10/7/20 8:52:40,B22,Assemble_1,FALSO,4.050000004
10/8/20 8:00:04,10/8/20 8:04:12,B22,Assemble_1,FALSO,4.133333336
10/8/20 8:17:28,10/8/20 8:21:55,B22,Assemble_1,FALSO,4.450000003
10/8/20 8:22:00,10/8/20 8:26:16,B22,Assemble_1,FALSO,4.266666669
10/8/20 8:26:20,10/8/20 8:30:42,B22,Assemble_1,FALSO,4.366666671
10/8/20 8:30:47,,B22,Assemble_1,FALSO,-63521790.78
10/8/20 8:35:01,,B22,Assemble_1,FALSO,-63521795.02
10/8/20 8:39:10,,B22,Assemble_1,FALSO,-63521799.17
10/8/20 8:43:38,10/8/20 8:48:01,B22,Assemble_1,FALSO,4.383333331
10/8/20 8:48:05,10/8/20 8:52:00,B22,Assemble_1,FALSO,3.91666666
10/9/20 8:06:07,10/9/20 8:10:30,B22,Assemble_1,FALSO,4.383333331
10/9/20 8:29:38,10/9/20 8:34:13,B22,Assemble_1,FALSO,4.583333326
10/9/20 8:34:18,,B22,Assemble_1,FALSO,-63523234.3
10/9/20 8:38:32,10/9/20 8:42:46,B22,Assemble_1,FALSO,4.233333328
10/9/20 8:42:51,10/9/20 8:47:17,B22,Assemble_1,FALSO,4.433333332
10/9/20 8:47:21,10/9/20 8:51:59,B22,Assemble_1,FALSO,4.633333337
10/12/20 8:00:04,10/12/20 8:04:49,B22,Assemble_1,FALSO,4.75
,10/12/20 8:09:12,B22,Assemble_1,FALSO,63527529.2
10/12/20 8:18:41,,B22,Assemble_1,FALSO,-63527538.68
10/12/20 8:23:27,10/12/20 8:28:04,B22,Assemble_1,FALSO,4.616666667
10/12/20 8:35:34,10/12/20 8:40:03,B22,Assemble_1,FALSO,4.483333334
10/12/20 8:40:08,,B22,Assemble_1,FALSO,-63527560.13
10/13/20 8:14:51,10/13/20 8:19:05,B22,Assemble_1,FALSO,4.233333338
10/13/20 8:19:10,10/13/20 8:23:34,B22,Assemble_1,FALSO,4.400000002
10/13/20 8:23:39,10/13/20 8:28:02,B22,Assemble_1,FALSO,4.383333331
10/13/20 8:28:07,10/13/20 8:32:29,B22,Assemble_1,FALSO,4.366666671
10/13/20 8:36:26,10/13/20 8:40:42,B22,Assemble_1,FALSO,4.266666669
10/13/20 8:59:18,10/13/20 9:03:33,B22,Assemble_1,FALSO,4.249999998
10/14/20 8:19:15,10/14/20 8:23:05,B22,Assemble_1,FALSO,3.833333339
10/14/20 8:23:09,10/14/20 8:27:36,B22,Assemble_1,FALSO,4.450000003
10/14/20 8:38:40,10/14/20 8:43:32,B22,Assemble_1,FALSO,4.866666662
10/14/20 8:43:36,10/14/20 8:47:36,B22,Assemble_1,FALSO,4.000000003
10/14/20 8:47:41,10/14/20 8:51:46,B22,Assemble_1,FALSO,4.083333334
10/14/20 8:56:36,10/14/20 9:00:58,B22,Assemble_1,FALSO,4.366666661
10/14/20 9:01:02,,B22,Assemble_1,FALSO,-63530461.03
10/14/20 9:05:40,10/14/20 9:10:25,B22,Assemble_1,FALSO,4.75
10/15/20 8:14:04,10/15/20 8:18:07,B22,Assemble_1,FALSO,4.049999993
10/15/20 8:18:12,10/15/20 8:22:54,B22,Assemble_1,FALSO,4.699999999
10/15/20 8:27:34,10/15/20 8:32:06,B22,Assemble_1,FALSO,4.533333324
10/15/20 8:32:10,10/15/20 8:36:17,B22,Assemble_1,FALSO,4.116666665
10/15/20 8:36:21,10/15/20 8:40:37,B22,Assemble_1,FALSO,4.266666658
10/15/20 8:47:04,10/15/20 8:51:16,B22,Assemble_1,FALSO,4.199999997
,10/15/20 8:55:38,B22,Assemble_1,FALSO,63531895.63
10/15/20 8:55:43,10/15/20 9:00:16,B22,Assemble_1,FALSO,4.549999995
10/16/20 8:00:04,10/16/20 8:04:24,B22,Assemble_1,FALSO,4.33333333
10/16/20 8:17:11,10/16/20 8:21:03,B22,Assemble_1,FALSO,3.866666669
10/16/20 8:21:08,10/16/20 8:25:29,B22,Assemble_1,FALSO,4.350000001
10/16/20 8:25:34,10/16/20 8:30:09,B22,Assemble_1,FALSO,4.583333336
10/16/20 8:30:13,,B22,Assemble_1,FALSO,-63533310.22
10/16/20 8:43:12,10/16/20 8:47:52,B22,Assemble_1,FALSO,4.666666668
10/16/20 8:47:56,10/16/20 8:52:13,B22,Assemble_1,FALSO,4.283333339
10/19/20 8:00:04,10/19/20 8:04:28,B22,Assemble_1,FALSO,4.400000002
10/19/20 8:04:33,10/19/20 8:09:31,B22,Assemble_1,FALSO,4.966666665
10/19/20 8:16:26,10/19/20 8:21:07,B22,Assemble_1,FALSO,4.683333338
10/19/20 8:21:12,10/19/20 8:25:31,B22,Assemble_1,FALSO,4.316666659
10/19/20 8:25:35,10/19/20 8:30:01,B22,Assemble_1,FALSO,4.433333332
10/19/20 8:30:06,10/19/20 8:34:19,B22,Assemble_1,FALSO,4.216666667
10/19/20 8:34:23,10/19/20 8:38:21,B22,Assemble_1,FALSO,3.966666661
10/19/20 8:38:26,10/19/20 8:42:39,B22,Assemble_1,,4.216666667
10/19/20 8:42:44,,B22,Assemble_1,FALSO,-63537642.73
10/20/20 8:00:04,10/20/20 8:04:56,B22,Assemble_1,FALSO,4.866666673
10/20/20 8:20:01,10/20/20 8:24:14,B22,Assemble_1,FALSO,4.216666667
10/20/20 8:24:19,10/20/20 8:29:10,B22,Assemble_1,FALSO,4.850000002
10/20/20 8:37:50,10/20/20 8:42:06,B22,Assemble_1,FALSO,4.266666658
10/21/20 8:00:04,10/21/20 8:04:51,B22,Assemble_1,,4.78333333
10/21/20 8:04:55,10/21/20 8:08:51,B22,Assemble_1,FALSO,3.933333331
10/21/20 8:15:39,10/21/20 8:20:03,B22,Assemble_1,FALSO,4.400000002
10/21/20 8:39:48,10/21/20 8:43:41,B22,Assemble_1,FALSO,3.88333333
,10/21/20 8:47:44,B22,Assemble_1,FALSO,63540527.73
10/21/20 8:47:56,10/21/20 8:52:08,B22,Assemble_1,FALSO,4.200000007
10/22/20 8:14:37,10/22/20 8:19:08,B22,Assemble_1,FALSO,4.516666664
10/22/20 8:19:12,10/22/20 8:23:27,B22,Assemble_1,FALSO,4.249999998
10/22/20 8:32:23,10/22/20 8:36:21,B22,Assemble_1,FALSO,3.966666672
10/22/20 8:45:23,,B22,Assemble_1,FALSO,-63541965.38
10/22/20 8:51:53,10/22/20 8:55:59,B22,Assemble_1,FALSO,4.100000005
10/22/20 8:57:57,10/22/20 9:01:40,B22,Assemble_1,FALSO,3.716666666
,10/23/20 8:04:40,B22,Assemble_1,FALSO,63543364.67
10/23/20 8:36:33,10/23/20 8:40:28,B22,Assemble_1,FALSO,3.916666671
10/23/20 8:40:33,10/23/20 8:44:38,B22,Assemble_1,FALSO,4.083333334
10/23/20 8:48:39,10/23/20 8:52:43,B22,Assemble_1,FALSO,4.066666664
10/23/20 9:01:10,10/23/20 9:05:18,B22,Assemble_1,FALSO,4.133333336
9/28/20 9:20:57,9/28/20 9:28:11,B23,Assemble_1,FALSO,7.233333327
9/28/20 9:30:50,9/28/20 9:37:07,B23,Assemble_1,FALSO,6.283333335
9/28/20 9:40:48,9/28/20 9:46:07,B23,Assemble_1,FALSO,5.316666663
9/28/20 9:46:30,,B23,Assemble_1,FALSO,-63507466.5
9/28/20 9:55:03,9/28/20 10:01:36,B23,Assemble_1,FALSO,6.550000001
9/28/20 10:04:08,9/28/20 10:10:15,B23,Assemble_1,FALSO,6.116666672
9/28/20 10:11:11,9/28/20 10:17:30,B23,Assemble_1,,6.316666666
9/28/20 10:19:57,9/28/20 10:26:22,B23,Assemble_1,FALSO,6.416666668
9/28/20 10:27:04,9/28/20 10:33:36,B23,Assemble_1,FALSO,6.533333341
9/28/20 10:36:34,9/28/20 10:43:22,B23,Assemble_1,FALSO,6.800000007
9/29/20 9:22:27,9/29/20 9:28:35,B23,Assemble_1,FALSO,6.133333332
9/29/20 9:28:49,9/29/20 9:34:40,B23,Assemble_1,FALSO,5.850000005
9/29/20 9:44:45,9/29/20 9:50:37,B23,Assemble_1,FALSO,5.866666666
9/29/20 9:51:39,9/29/20 9:57:41,B23,Assemble_1,FALSO,6.033333329
9/29/20 10:11:22,9/29/20 10:18:00,B23,Assemble_1,FALSO,6.633333333
9/29/20 10:29:11,9/29/20 10:36:13,B23,Assemble_1,FALSO,7.033333333
9/30/20 8:00:04,9/30/20 8:06:47,B23,Assemble_1,FALSO,6.716666665
9/30/20 9:48:00,9/30/20 9:54:09,B23,Assemble_1,FALSO,6.150000002
9/30/20 9:56:50,,B23,Assemble_1,FALSO,-63510356.83
9/30/20 10:06:33,9/30/20 10:12:36,B23,Assemble_1,FALSO,6.05
9/30/20 10:16:32,9/30/20 10:23:34,B23,Assemble_1,FALSO,7.033333343
9/30/20 10:26:31,9/30/20 10:33:37,B23,Assemble_1,FALSO,7.099999994
9/30/20 10:36:59,9/30/20 10:43:58,B23,Assemble_1,FALSO,6.983333331
9/30/20 10:47:38,9/30/20 10:53:20,B23,Assemble_1,FALSO,5.699999991
10/1/20 8:23:37,10/1/20 8:29:19,B23,Assemble_1,FALSO,5.700000002
10/1/20 9:00:01,10/1/20 9:06:20,B23,Assemble_1,FALSO,6.316666666
,10/1/20 9:12:22,B23,Assemble_1,FALSO,63511752.37
10/1/20 9:21:25,10/1/20 9:27:26,B23,Assemble_1,FALSO,6.016666669
10/1/20 9:27:30,10/1/20 9:34:21,B23,Assemble_1,FALSO,6.850000009
10/1/20 9:34:25,10/1/20 9:41:38,B23,Assemble_1,,7.216666667
10/1/20 9:41:43,10/1/20 9:48:08,B23,Assemble_1,FALSO,6.416666668
10/1/20 9:48:12,10/1/20 9:54:31,B23,Assemble_1,FALSO,6.316666666
10/1/20 9:54:36,10/1/20 10:01:30,B23,Assemble_1,FALSO,6.899999999
10/2/20 8:00:04,10/2/20 8:06:46,B23,Assemble_1,FALSO,6.700000005
10/2/20 9:19:32,10/2/20 9:26:46,B23,Assemble_1,FALSO,7.233333337
10/2/20 9:32:46,10/2/20 9:39:14,B23,Assemble_1,FALSO,6.46666667
10/2/20 9:39:19,10/2/20 9:45:46,B23,Assemble_1,FALSO,6.449999999
10/2/20 9:45:50,10/2/20 9:52:39,B23,Assemble_1,FALSO,6.816666668
10/2/20 9:58:51,10/2/20 10:05:40,B23,Assemble_1,FALSO,6.816666668
10/2/20 10:05:44,10/2/20 10:12:37,B23,Assemble_1,FALSO,6.883333339
10/2/20 10:37:36,,B23,Assemble_1,FALSO,-63513277.6
10/2/20 10:44:23,10/2/20 10:50:21,B23,Assemble_1,FALSO,5.966666668
10/5/20 9:16:11,10/5/20 9:22:38,B23,Assemble_1,FALSO,6.449999999
10/5/20 9:25:57,10/5/20 9:32:36,B23,Assemble_1,FALSO,6.650000004
10/5/20 9:35:19,10/5/20 9:41:46,B23,Assemble_1,FALSO,6.449999999
10/5/20 9:43:04,10/5/20 9:49:19,B23,Assemble_1,FALSO,6.250000005
,10/5/20 9:56:33,B23,Assemble_1,FALSO,63517556.55
10/5/20 9:59:42,,B23,Assemble_1,FALSO,-63517559.7
10/5/20 10:09:05,10/5/20 10:16:13,B23,Assemble_1,FALSO,7.133333335
10/5/20 10:18:54,,B23,Assemble_1,FALSO,-63517578.9
10/5/20 10:29:41,10/5/20 10:36:47,B23,Assemble_1,FALSO,7.100000004
10/6/20 9:21:12,10/6/20 9:27:29,B23,Assemble_1,FALSO,6.283333335
10/6/20 9:31:54,10/6/20 9:39:19,B23,Assemble_1,FALSO,7.416666672
10/6/20 9:41:48,10/6/20 9:48:07,B23,Assemble_1,FALSO,6.316666666
10/6/20 9:51:41,10/6/20 9:57:58,B23,Assemble_1,FALSO,6.283333335
10/6/20 10:02:02,10/6/20 10:08:21,B23,Assemble_1,FALSO,6.316666666
10/6/20 10:12:18,10/6/20 10:19:03,B23,Assemble_1,FALSO,6.749999996
10/6/20 10:20:56,10/6/20 10:27:35,B23,Assemble_1,FALSO,6.650000004
10/6/20 10:28:20,10/6/20 10:33:58,B23,Assemble_1,FALSO,5.63333333
10/6/20 10:34:37,10/6/20 10:40:35,B23,Assemble_1,FALSO,5.966666668
10/7/20 9:24:13,10/7/20 9:29:56,B23,Assemble_1,FALSO,5.716666662
10/7/20 9:30:01,10/7/20 9:35:39,B23,Assemble_1,FALSO,5.633333341
10/7/20 9:54:32,10/7/20 10:01:10,B23,Assemble_1,FALSO,6.633333333
10/7/20 10:05:07,10/7/20 10:11:36,B23,Assemble_1,FALSO,6.48333334
10/7/20 10:12:45,10/7/20 10:18:56,B23,Assemble_1,FALSO,6.183333333
10/8/20 8:10:25,10/8/20 8:17:23,B23,Assemble_1,FALSO,6.966666671
10/8/20 9:19:36,10/8/20 9:26:34,B23,Assemble_1,FALSO,6.966666661
10/8/20 9:29:16,10/8/20 9:36:07,B23,Assemble_1,FALSO,6.849999998
10/8/20 9:38:29,10/8/20 9:45:00,B23,Assemble_1,FALSO,6.516666671
10/9/20 8:10:35,10/9/20 8:17:25,B23,Assemble_1,FALSO,6.833333328
10/9/20 8:17:30,10/9/20 8:23:12,B23,Assemble_1,FALSO,5.700000002
10/9/20 8:23:17,10/9/20 8:29:34,B23,Assemble_1,FALSO,6.283333335
10/9/20 9:08:30,10/9/20 9:15:34,B23,Assemble_1,FALSO,7.066666674
,10/9/20 9:22:00,B23,Assemble_1,FALSO,63523282
10/9/20 9:22:05,10/9/20 9:27:52,B23,Assemble_1,FALSO,5.783333334
10/9/20 9:27:57,10/9/20 9:34:14,B23,Assemble_1,FALSO,6.283333335
10/9/20 9:49:19,10/9/20 9:56:51,B23,Assemble_1,FALSO,7.533333334
10/9/20 9:56:55,10/9/20 10:03:48,B23,Assemble_1,FALSO,6.883333339
10/9/20 10:03:53,10/9/20 10:10:54,B23,Assemble_1,FALSO,7.016666662
10/12/20 9:21:34,10/12/20 9:27:39,B23,Assemble_1,FALSO,6.08333333
10/12/20 9:27:43,10/12/20 9:34:33,B23,Assemble_1,FALSO,6.833333328
10/12/20 9:34:38,,B23,Assemble_1,FALSO,-63527614.63
10/12/20 9:47:30,10/12/20 9:53:25,B23,Assemble_1,FALSO,5.916666667
10/12/20 9:59:55,,B23,Assemble_1,FALSO,-63527639.92
10/12/20 10:10:57,10/12/20 10:17:26,B23,Assemble_1,FALSO,6.48333333
10/12/20 10:23:44,10/12/20 10:29:45,B23,Assemble_1,FALSO,6.016666669
10/13/20 8:00:04,10/13/20 8:06:23,B23,Assemble_1,FALSO,6.316666666
10/13/20 9:12:47,10/13/20 9:19:32,B23,Assemble_1,FALSO,6.749999996
10/13/20 9:20:17,,B23,Assemble_1,FALSO,-63529040.28
,10/13/20 9:33:31,B23,Assemble_1,FALSO,63529053.52
10/13/20 9:34:37,10/13/20 9:41:16,B23,Assemble_1,FALSO,6.649999993
10/13/20 9:44:56,10/13/20 9:52:01,B23,Assemble_1,FALSO,7.083333334
10/13/20 9:53:13,10/13/20 10:00:05,B23,Assemble_1,FALSO,6.866666658
10/13/20 10:02:41,10/13/20 10:09:36,B23,Assemble_1,FALSO,6.91666667
10/13/20 10:10:27,10/13/20 10:17:15,B23,Assemble_1,FALSO,6.799999997
10/13/20 10:21:33,10/13/20 10:27:28,B23,Assemble_1,FALSO,5.916666667
10/14/20 8:04:19,10/14/20 8:10:33,B23,Assemble_1,FALSO,6.233333334
10/14/20 9:11:50,10/14/20 9:19:11,B23,Assemble_1,FALSO,7.35
10/14/20 9:20:39,10/14/20 9:26:26,B23,Assemble_1,FALSO,5.783333334
10/14/20 9:28:19,10/14/20 9:35:02,B23,Assemble_1,FALSO,6.716666665
10/14/20 9:35:22,10/14/20 9:42:12,B23,Assemble_1,FALSO,6.833333328
10/14/20 9:43:42,10/14/20 9:49:30,B23,Assemble_1,FALSO,5.800000004
10/14/20 9:52:02,10/14/20 9:58:40,B23,Assemble_1,FALSO,6.633333333
10/14/20 10:01:13,10/14/20 10:07:38,B23,Assemble_1,FALSO,6.416666668
10/14/20 10:12:24,10/14/20 10:18:27,B23,Assemble_1,FALSO,6.05
10/14/20 10:21:26,10/14/20 10:27:52,B23,Assemble_1,FALSO,6.433333339
10/15/20 8:00:04,10/15/20 8:06:26,B23,Assemble_1,FALSO,6.366666667
10/15/20 9:22:28,10/15/20 9:29:36,B23,Assemble_1,FALSO,7.133333335
10/15/20 9:30:11,10/15/20 9:36:49,B23,Assemble_1,FALSO,6.633333333
10/15/20 9:40:34,10/15/20 9:46:54,B23,Assemble_1,FALSO,6.333333337
10/15/20 9:49:13,10/15/20 9:55:56,B23,Assemble_1,FALSO,6.716666665
10/15/20 10:01:35,10/15/20 10:08:20,B23,Assemble_1,FALSO,6.749999996
10/15/20 10:11:01,10/15/20 10:17:36,B23,Assemble_1,FALSO,6.583333332
10/16/20 8:04:29,10/16/20 8:11:04,B23,Assemble_1,FALSO,6.583333332
10/16/20 8:11:08,10/16/20 8:17:06,B23,Assemble_1,FALSO,5.966666668
10/16/20 9:18:00,10/16/20 9:23:45,B23,Assemble_1,FALSO,5.750000003
10/16/20 9:23:49,10/16/20 9:30:08,B23,Assemble_1,FALSO,6.316666666
10/16/20 9:30:13,10/16/20 9:37:43,B23,Assemble_1,FALSO,7.499999993
10/16/20 9:37:47,10/16/20 9:44:47,B23,Assemble_1,FALSO,7.000000002
10/16/20 9:53:58,10/16/20 10:00:15,B23,Assemble_1,FALSO,6.283333335
10/16/20 10:02:43,10/16/20 10:09:20,B23,Assemble_1,FALSO,6.616666663
10/19/20 8:09:36,10/19/20 8:16:21,B23,Assemble_1,FALSO,6.750000006
10/19/20 9:09:41,10/19/20 9:16:12,B23,Assemble_1,FALSO,6.516666671
10/19/20 9:16:16,10/19/20 9:23:04,B23,Assemble_1,FALSO,6.799999997
10/19/20 9:31:40,10/19/20 9:37:13,B23,Assemble_1,FALSO,5.550000009
10/19/20 9:37:18,10/19/20 9:42:54,B23,Assemble_1,FALSO,5.599999999
10/19/20 9:43:14,10/19/20 9:49:50,B23,Assemble_1,FALSO,6.600000003
10/19/20 9:51:15,10/19/20 9:57:49,B23,Assemble_1,FALSO,6.566666662
10/20/20 8:05:01,10/20/20 8:11:43,B23,Assemble_1,FALSO,6.699999995
10/20/20 9:23:07,10/20/20 9:29:13,B23,Assemble_1,FALSO,6.100000001
10/20/20 9:29:18,10/20/20 9:35:28,B23,Assemble_1,FALSO,6.166666673
10/20/20 9:35:35,10/20/20 9:41:18,B23,Assemble_1,FALSO,5.716666672
10/20/20 9:42:09,10/20/20 9:48:36,B23,Assemble_1,FALSO,6.449999999
10/20/20 9:51:04,10/20/20 9:58:26,B23,Assemble_1,,7.36666666
10/20/20 10:00:35,10/20/20 10:06:45,B23,Assemble_1,FALSO,6.166666673
10/20/20 10:09:55,10/20/20 10:17:10,B23,Assemble_1,FALSO,7.249999997
10/20/20 10:17:45,10/20/20 10:24:34,B23,Assemble_1,FALSO,6.816666668
10/20/20 10:25:43,10/20/20 10:31:22,B23,Assemble_1,FALSO,5.650000001
10/21/20 9:03:26,10/21/20 9:09:30,B23,Assemble_1,FALSO,6.06666667
10/21/20 9:17:38,10/21/20 9:23:37,B23,Assemble_1,FALSO,5.983333328
,10/21/20 9:30:58,B23,Assemble_1,FALSO,63540570.97
10/21/20 9:32:01,10/21/20 9:38:39,B23,Assemble_1,FALSO,6.633333333
,10/21/20 9:45:59,B23,Assemble_1,FALSO,63540585.98
10/21/20 9:47:20,10/21/20 9:53:23,B23,Assemble_1,FALSO,6.05
10/21/20 9:54:55,10/21/20 10:01:16,B23,Assemble_1,FALSO,6.349999997
10/21/20 10:01:21,10/21/20 10:07:11,B23,Assemble_1,FALSO,5.833333335
10/21/20 10:11:35,10/21/20 10:18:22,B23,Assemble_1,FALSO,6.783333337
10/21/20 10:22:10,10/21/20 10:28:19,B23,Assemble_1,FALSO,6.150000002
10/22/20 8:00:04,10/22/20 8:06:31,B23,Assemble_1,FALSO,6.449999999
10/22/20 9:14:23,10/22/20 9:21:04,B23,Assemble_1,FALSO,6.683333335
10/22/20 9:24:29,10/22/20 9:30:41,B23,Assemble_1,FALSO,6.199999993
10/22/20 9:33:20,10/22/20 9:39:50,B23,Assemble_1,FALSO,6.5
10/22/20 9:41:18,10/22/20 9:47:28,B23,Assemble_1,FALSO,6.166666662
10/22/20 9:51:47,10/22/20 9:58:30,B23,Assemble_1,FALSO,6.716666665
,10/22/20 10:08:24,B23,Assemble_1,FALSO,63542048.4
10/22/20 10:11:00,10/22/20 10:17:32,B23,Assemble_1,,6.533333331
10/22/20 10:22:10,10/22/20 10:28:53,B23,Assemble_1,FALSO,6.716666665
10/22/20 10:31:31,10/22/20 10:38:45,B23,Assemble_1,FALSO,7.233333337
10/23/20 9:21:52,10/23/20 9:28:38,B23,Assemble_1,FALSO,6.766666666
10/23/20 9:37:48,10/23/20 9:43:24,B23,Assemble_1,FALSO,5.599999999
10/23/20 9:46:02,10/23/20 9:52:28,B23,Assemble_1,FALSO,6.433333328
10/23/20 9:55:32,10/23/20 10:02:33,B23,Assemble_1,FALSO,7.016666662
10/23/20 10:05:27,10/23/20 10:12:22,B23,Assemble_1,FALSO,6.91666666
10/23/20 10:13:53,10/23/20 10:19:33,B23,Assemble_1,FALSO,5.666666661
10/23/20 10:24:22,10/23/20 10:29:57,B23,Assemble_1,FALSO,5.583333329
9/28/20 10:51:38,9/28/20 11:01:04,B24,Assemble_1,FALSO,9.433333338
9/28/20 11:02:09,9/28/20 11:11:01,B24,Assemble_1,FALSO,8.866666665
9/28/20 11:17:09,9/28/20 11:25:20,B24,Assemble_1,FALSO,8.183333329
9/28/20 11:32:03,9/28/20 11:40:13,B24,Assemble_1,FALSO,8.166666658
9/28/20 11:45:33,9/28/20 11:54:09,B24,Assemble_1,FALSO,8.600000009
9/28/20 11:57:35,9/28/20 13:06:26,B24,Assemble_1,FALSO,68.85
,9/28/20 13:18:24,B24,Assemble_1,FALSO,63507678.4
9/28/20 13:18:30,9/28/20 13:27:01,B24,Assemble_1,FALSO,8.516666667
9/29/20 10:45:52,9/29/20 10:53:38,B24,Assemble_1,FALSO,7.76666667
9/29/20 10:56:28,9/29/20 11:03:51,B24,Assemble_1,FALSO,7.383333341
9/29/20 11:20:06,9/29/20 11:28:56,B24,Assemble_1,FALSO,8.833333334
